Q006,Q024,Q003,Q001,Q004,Q002,Q008,Q010,Q018,Q019,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,cluster
1,0,5,7,0,3,1,1,0,1,381.3,506.6,507.0,402.9,600.0,0
6,1,3,5,5,4,2,0,0,3,580.4,624.4,625.1,686.7,840.0,1
1,0,0,7,0,1,1,0,0,0,445.9,454.9,415.7,363.4,480.0,0
1,0,0,0,0,7,2,0,0,1,464.7,526.6,577.0,376.2,240.0,0
2,0,2,3,1,3,1,1,0,1,472.3,480.9,468.4,473.1,400.0,2
2,0,5,7,5,4,1,0,0,1,496.5,532.7,526.4,430.6,580.0,0
1,0,5,7,5,7,1,0,0,1,509.6,471.7,445.4,411.1,0.0,0
4,0,2,3,1,4,1,2,1,1,475.2,584.0,596.8,718.2,660.0,2
1,0,2,2,5,2,2,1,0,1,407.8,398.5,453.0,337.6,460.0,0
3,2,3,6,3,5,3,0,0,2,653.5,748.6,588.3,684.6,840.0,1
7,2,3,2,3,4,3,4,1,3,505.3,525.5,557.0,458.1,540.0,1
4,1,3,7,1,5,2,0,0,0,632.6,684.2,634.4,810.4,900.0,2
5,0,3,1,3,1,2,1,0,1,493.2,416.2,452.4,548.7,560.0,0
9,3,3,5,3,5,1,1,1,1,584.3,674.9,686.8,733.9,860.0,1
6,1,3,3,3,5,2,1,1,2,631.7,654.1,644.1,739.8,920.0,1
1,0,1,4,1,4,1,0,0,1,418.1,512.1,443.3,531.0,560.0,0
1,1,1,7,1,3,1,0,0,1,391.0,418.5,428.0,370.6,340.0,0
1,0,0,1,0,4,1,0,0,1,466.4,497.6,497.4,401.1,600.0,0
2,0,0,0,0,0,2,1,0,1,434.2,545.7,511.7,480.2,640.0,0
1,0,1,4,1,4,1,0,0,1,539.1,520.1,546.1,491.2,440.0,0
2,0,2,1,1,4,1,0,0,1,484.0,576.3,514.3,564.8,820.0,0
10,1,2,5,3,6,2,2,0,3,564.0,615.5,568.4,662.6,880.0,1
1,0,5,7,1,5,2,0,0,1,644.3,675.4,635.8,739.4,960.0,2
3,0,1,1,1,1,1,0,0,1,441.5,458.3,422.6,332.0,300.0,0
1,0,2,4,1,4,1,0,0,2,483.5,339.9,508.6,545.0,440.0,0
1,0,5,7,5,3,1,0,0,1,489.0,383.3,361.4,424.3,480.0,0
0,0,2,3,1,5,1,0,0,1,483.5,499.8,467.5,507.9,640.0,0
1,0,0,1,0,1,1,0,0,1,463.1,453.8,464.8,629.5,600.0,0
2,0,1,1,0,2,1,0,0,1,497.6,542.7,534.6,439.7,640.0,0
3,0,1,1,1,3,1,0,0,2,468.3,520.5,406.9,504.9,920.0,0
1,0,1,4,1,4,1,0,0,1,455.2,510.5,547.9,663.7,640.0,0
8,1,3,4,3,5,2,1,0,2,595.6,556.4,552.3,632.8,320.0,1
2,4,4,5,3,5,3,0,1,1,646.2,778.3,659.6,773.7,680.0,1
6,3,3,5,3,5,3,2,1,3,565.6,653.6,644.4,754.1,820.0,1
8,1,3,5,3,4,2,2,1,2,690.4,699.4,635.2,747.3,940.0,1
1,0,3,4,3,5,1,0,0,1,466.5,377.9,531.3,526.3,240.0,0
10,0,4,6,5,5,3,1,1,1,529.5,647.9,587.1,655.4,540.0,2
1,1,2,1,2,1,1,0,0,2,479.6,458.0,458.8,407.2,560.0,0
2,1,0,1,1,3,1,1,0,1,504.2,730.1,625.6,583.0,980.0,0
1,0,1,3,1,3,1,1,0,1,527.0,525.9,488.6,590.0,420.0,2
12,2,2,1,1,1,1,1,1,2,474.6,568.3,478.7,401.2,540.0,2
6,0,4,5,3,6,2,1,0,3,723.8,685.5,675.8,869.4,920.0,1
2,2,3,4,3,5,2,1,1,2,537.6,627.5,563.1,715.4,820.0,1
2,0,5,7,1,4,1,0,0,1,496.9,508.4,464.2,467.0,420.0,0
1,0,1,0,0,1,1,0,0,1,492.1,569.0,516.8,429.1,480.0,0
1,0,1,2,1,3,1,0,0,1,372.5,498.6,484.5,507.2,420.0,0
0,0,0,2,1,3,2,0,0,1,351.0,480.6,420.1,395.1,560.0,0
0,0,2,3,0,4,1,0,0,1,502.5,483.0,442.4,491.7,0.0,0
7,0,3,4,3,4,1,1,0,1,507.6,540.7,550.3,538.1,720.0,2
2,0,3,5,1,4,1,0,0,1,471.5,418.1,495.6,484.1,560.0,0
12,3,4,6,3,6,2,4,1,3,694.4,670.1,581.9,759.3,700.0,1
6,1,2,3,3,6,2,2,1,1,531.3,531.5,494.0,542.6,400.0,2
9,1,5,3,5,4,2,1,1,1,435.3,451.9,488.4,588.8,540.0,2
1,0,1,1,1,4,1,0,0,1,431.7,406.9,422.9,361.4,320.0,0
0,0,3,6,2,4,1,0,0,1,453.4,329.7,510.0,474.6,720.0,0
0,1,3,5,3,5,1,0,1,1,497.2,540.3,492.7,467.3,520.0,2
2,1,1,1,1,4,1,0,0,1,421.6,379.7,492.3,590.7,600.0,0
13,2,4,5,3,6,2,1,1,1,740.4,704.1,669.5,773.7,900.0,1
16,3,4,6,3,6,2,2,1,2,580.0,602.7,614.3,704.2,600.0,1
1,0,5,2,1,1,1,1,0,2,486.4,555.2,509.8,407.6,660.0,0
5,1,5,6,5,5,2,1,0,1,582.0,594.6,614.5,661.8,920.0,2
8,2,4,5,4,5,2,3,1,3,556.3,619.5,620.9,501.6,760.0,1
1,0,1,1,1,3,1,0,0,1,421.5,548.7,412.1,550.4,540.0,0
1,0,0,1,0,1,1,0,0,1,414.6,409.6,388.2,459.4,0.0,0
3,0,1,4,1,5,1,1,0,1,547.3,507.7,517.3,552.9,760.0,2
3,1,2,4,2,2,2,0,0,1,633.4,740.4,560.8,712.0,960.0,2
2,1,1,1,1,1,1,1,0,1,484.7,503.2,484.8,387.2,580.0,0
1,1,0,0,1,0,1,0,0,1,448.3,437.2,453.4,394.6,0.0,0
3,0,0,7,1,7,1,1,0,2,451.5,494.7,405.0,462.4,540.0,0
6,1,3,4,3,6,3,0,1,2,472.3,568.3,558.8,617.1,680.0,2
1,1,0,1,3,4,1,0,0,1,643.4,658.6,638.4,739.6,940.0,2
7,1,2,3,2,3,3,1,0,2,532.9,603.1,568.0,486.2,580.0,2
3,0,1,4,1,4,1,0,0,1,564.9,517.0,571.3,652.2,700.0,0
1,0,3,2,5,4,1,1,0,1,465.2,571.0,486.5,510.8,640.0,0
4,1,3,4,3,4,1,1,0,2,657.8,621.8,613.6,838.9,0.0,0
3,1,5,7,0,1,1,1,0,1,514.5,504.1,478.3,405.2,440.0,0
6,1,3,6,3,6,2,1,1,1,540.8,620.9,567.4,674.0,920.0,1
1,0,0,1,0,1,1,0,0,1,544.5,533.3,509.1,487.1,700.0,0
2,0,1,4,1,4,4,0,1,4,504.5,543.2,533.6,517.6,560.0,2
1,0,1,3,0,2,1,0,0,1,398.0,445.7,432.7,468.8,540.0,0
10,1,3,5,1,6,2,1,1,3,571.6,652.3,679.5,718.8,900.0,1
1,1,2,2,1,2,1,0,0,1,455.8,572.2,511.1,375.0,520.0,0
3,1,2,4,2,6,2,3,1,2,484.3,452.8,426.0,534.9,600.0,2
3,0,3,7,1,7,2,1,1,1,527.4,545.1,548.9,684.6,640.0,2
4,0,2,4,1,4,1,1,0,1,397.0,433.4,524.8,598.7,560.0,2
2,0,0,0,0,1,1,1,0,1,481.3,535.1,517.4,374.2,440.0,0
3,2,2,4,3,5,3,3,1,4,600.1,552.3,558.5,473.4,720.0,1
1,0,1,3,1,3,1,0,0,1,563.6,516.6,480.2,428.9,720.0,0
11,1,4,5,4,6,3,0,0,1,587.2,548.5,587.7,698.6,580.0,2
2,0,5,4,1,4,1,0,0,1,508.3,538.3,540.2,618.9,940.0,0
4,0,2,1,2,4,1,1,0,2,485.8,340.7,465.9,361.6,520.0,2
1,0,1,3,1,3,1,0,0,1,713.4,670.9,625.8,765.5,920.0,2
6,1,3,4,3,6,2,1,0,1,626.5,621.0,507.2,675.7,880.0,2
5,1,3,4,3,6,2,2,0,1,446.7,555.6,471.4,607.4,640.0,2
3,1,1,4,1,4,1,1,1,1,614.1,612.8,598.5,637.8,880.0,2
4,1,2,0,2,1,1,1,0,2,455.6,526.0,471.4,448.7,500.0,0
1,0,1,1,1,1,1,0,0,1,488.0,348.3,572.1,355.5,560.0,0
6,1,3,2,3,6,1,1,0,2,522.0,429.0,527.9,497.2,520.0,2
2,0,1,4,1,1,1,0,0,1,426.7,383.2,544.5,431.1,540.0,0
3,0,5,4,1,4,1,0,0,2,439.5,428.1,511.0,430.5,500.0,0
2,1,3,5,2,2,2,1,0,2,492.3,567.7,531.4,568.7,520.0,2
2,1,1,4,1,2,1,0,0,1,572.8,584.8,623.1,654.5,620.0,0
3,0,2,3,3,6,1,1,0,1,538.0,607.8,574.6,624.4,640.0,2
2,1,0,2,0,4,1,0,0,1,405.4,486.1,397.0,425.5,540.0,0
1,0,0,2,1,3,1,0,0,1,528.1,531.2,469.8,552.6,460.0,0
2,0,2,3,1,4,1,0,0,1,537.3,496.9,516.7,555.8,640.0,0
1,0,0,1,1,3,1,0,0,1,435.4,470.5,464.1,430.8,660.0,0
11,1,3,5,3,5,3,1,0,3,515.0,621.9,603.5,724.2,720.0,1
1,0,2,1,1,4,1,0,0,1,435.2,447.8,521.8,399.9,340.0,0
5,1,0,1,3,4,1,0,0,1,382.4,517.1,519.4,374.6,600.0,2
1,0,0,1,0,1,1,0,0,1,456.5,325.2,357.7,430.5,0.0,0
1,0,5,7,1,7,1,0,0,1,522.4,462.2,360.9,527.7,380.0,0
3,2,2,4,1,6,1,2,1,3,521.1,576.7,553.5,515.8,800.0,2
8,2,2,4,3,4,2,2,1,2,572.2,617.0,608.5,640.3,700.0,1
1,2,1,1,2,2,1,0,0,1,516.6,637.4,589.8,688.3,740.0,0
1,0,0,0,1,2,1,0,0,1,493.0,587.4,580.0,670.3,780.0,0
3,1,2,0,0,1,2,1,0,1,388.2,411.5,514.8,769.6,780.0,0
1,0,2,1,5,3,0,1,0,1,442.1,457.8,507.7,493.8,260.0,0
3,1,2,4,1,4,2,1,0,1,409.1,447.9,449.0,438.9,540.0,2
6,0,0,7,3,5,2,2,0,1,529.0,446.9,410.4,332.3,860.0,0
5,0,1,4,1,2,1,0,0,1,440.2,506.7,445.7,360.6,580.0,0
9,2,3,6,3,5,3,2,1,2,546.3,630.5,607.4,673.8,840.0,1
16,2,3,6,3,5,4,2,1,4,703.0,681.5,637.6,810.2,980.0,1
2,1,2,3,1,4,1,0,0,1,435.7,488.0,485.1,582.5,500.0,0
2,1,1,2,3,6,1,0,0,0,587.5,662.0,659.4,551.1,600.0,2
1,0,1,1,0,1,1,0,0,1,493.0,484.3,475.7,535.5,580.0,0
7,0,3,5,3,6,2,1,1,2,533.3,462.3,467.7,598.0,580.0,1
1,0,0,7,1,2,1,0,0,1,476.6,461.2,483.4,355.9,500.0,0
4,1,2,1,1,4,1,1,0,2,509.2,515.6,482.7,440.2,540.0,2
2,1,3,3,1,4,1,0,0,1,388.2,400.9,419.8,408.4,500.0,0
10,2,3,4,4,6,2,2,1,2,598.6,585.8,580.2,689.8,600.0,1
3,0,1,4,1,4,2,1,0,1,0.0,393.9,407.9,0.0,0.0,0
9,0,3,4,1,4,2,1,0,1,590.9,628.4,657.9,533.4,680.0,2
2,1,2,1,1,1,1,0,1,1,379.3,513.5,477.5,486.9,0.0,2
3,0,1,2,1,4,1,0,0,1,432.4,484.2,496.4,430.2,700.0,0
5,0,3,6,3,6,1,0,0,1,483.1,570.7,541.6,343.6,620.0,0
2,3,3,4,3,7,2,1,1,2,479.3,502.8,550.3,450.6,540.0,1
2,1,5,1,1,4,2,0,0,1,479.8,501.1,473.1,437.9,620.0,0
1,0,0,1,1,1,1,0,0,1,472.7,460.6,486.5,484.6,620.0,0
10,1,4,5,3,4,3,2,0,1,496.9,567.3,565.6,662.1,580.0,2
2,0,5,1,1,6,2,2,1,1,419.8,314.4,394.0,440.6,540.0,2
1,0,5,4,1,3,1,0,0,1,467.0,533.5,529.9,416.9,560.0,0
2,0,0,4,1,5,1,2,0,0,594.7,580.2,557.1,744.8,740.0,2
4,1,3,7,3,4,2,1,0,2,535.7,577.4,609.2,416.1,560.0,0
1,0,0,1,0,2,1,0,0,1,362.4,354.8,355.8,341.2,0.0,0
7,2,4,5,3,4,2,0,0,1,625.9,694.7,631.5,763.9,920.0,1
2,0,1,1,3,5,1,1,1,1,450.4,517.8,506.5,560.7,700.0,2
13,1,3,5,3,6,3,3,1,4,569.3,585.6,586.9,641.3,660.0,1
2,1,1,4,1,1,2,0,0,0,547.3,634.4,612.0,647.5,600.0,0
6,1,1,4,3,4,1,1,0,1,493.3,522.1,517.7,505.7,640.0,2
2,1,3,2,5,5,2,2,1,2,493.2,402.9,396.0,445.0,560.0,2
1,0,0,3,1,3,1,0,0,1,601.9,614.3,560.5,624.0,960.0,0
4,1,2,1,1,4,1,1,0,1,534.7,526.4,570.4,547.3,620.0,2
1,1,0,4,3,5,1,0,0,1,400.0,516.3,546.5,353.0,780.0,2
1,1,1,4,1,4,1,0,0,1,412.0,584.2,547.0,499.4,660.0,0
11,3,3,5,4,5,3,1,0,2,648.8,615.7,595.1,779.8,880.0,1
13,2,3,4,3,6,3,1,1,2,560.1,603.2,590.5,695.8,680.0,1
2,0,2,2,1,3,2,1,0,1,471.0,377.5,477.0,523.0,680.0,0
2,2,1,4,0,3,2,1,0,1,490.1,543.2,533.6,494.4,540.0,2
1,0,1,4,1,4,1,0,0,1,471.7,466.3,491.9,481.2,440.0,0
2,0,1,4,5,4,2,1,0,2,613.9,599.7,554.9,605.8,620.0,2
0,1,5,1,0,5,1,0,0,1,401.1,398.5,450.8,456.5,720.0,0
0,0,0,3,0,4,1,0,0,1,513.6,509.1,525.8,608.9,900.0,0
3,0,1,4,3,4,1,1,0,1,494.1,476.6,518.4,519.3,580.0,2
1,0,0,0,1,4,1,0,0,1,402.5,412.6,421.4,363.9,300.0,0
3,0,5,4,3,4,2,0,0,1,446.4,448.6,448.3,351.4,520.0,0
1,0,2,1,1,4,1,0,0,1,471.8,447.4,469.4,453.4,900.0,0
1,0,0,7,3,4,1,0,0,0,470.4,373.1,514.5,442.6,600.0,0
6,2,3,6,1,4,2,1,1,4,537.9,605.8,568.8,717.0,880.0,1
2,1,1,4,1,4,1,0,0,0,444.4,569.6,509.6,556.8,880.0,0
5,0,1,7,1,1,2,0,0,2,456.1,538.6,574.8,436.0,660.0,0
14,3,4,6,4,6,4,2,1,3,543.2,641.1,565.6,638.2,780.0,1
1,1,0,3,0,3,1,0,0,1,521.2,501.0,481.1,398.5,420.0,0
3,1,2,1,1,1,1,0,0,2,650.3,627.6,671.1,671.6,800.0,2
1,0,1,2,1,2,1,0,0,1,428.7,479.2,476.8,480.0,580.0,0
2,1,2,2,3,6,1,0,0,0,350.8,372.2,445.2,459.0,600.0,0
3,1,1,1,1,1,2,1,0,1,463.3,557.1,516.9,437.1,580.0,0
0,0,0,2,0,1,1,0,0,1,412.8,357.9,422.5,386.4,600.0,0
7,1,1,5,3,6,2,2,1,1,579.5,627.2,570.2,701.0,940.0,1
3,1,0,4,2,4,2,2,0,1,387.4,488.1,477.4,594.0,660.0,2
1,0,0,4,0,2,1,0,0,1,513.6,553.4,587.9,565.0,820.0,0
1,0,2,1,1,1,1,0,0,1,486.2,504.9,510.4,382.1,440.0,0
13,3,4,6,4,6,4,2,0,3,601.7,635.1,586.6,726.3,960.0,1
1,1,0,2,1,4,1,0,1,1,496.2,585.3,582.2,493.8,820.0,2
9,0,4,6,1,5,3,2,1,3,586.7,612.1,625.5,741.0,800.0,1
5,2,1,4,1,2,2,1,1,3,0.0,536.6,528.3,0.0,880.0,0
9,1,5,7,3,6,2,1,1,1,577.1,653.2,634.3,714.7,680.0,1
2,0,3,7,1,4,1,0,1,2,508.9,474.1,562.5,451.5,540.0,2
7,0,2,4,1,4,1,1,0,1,574.6,539.1,508.7,591.0,440.0,2
1,0,5,4,1,7,1,0,0,1,460.8,482.8,488.2,444.6,480.0,0
1,0,5,7,0,3,1,0,0,1,448.2,462.6,430.4,381.7,580.0,0
1,0,0,2,0,3,1,0,0,0,356.8,422.9,373.3,386.9,560.0,0
3,2,4,5,3,6,2,2,1,4,644.8,701.6,588.7,739.0,880.0,1
3,0,5,7,1,2,1,0,0,1,542.9,637.5,590.1,667.2,720.0,2
1,0,0,1,1,0,1,0,0,1,519.9,608.4,547.9,443.9,620.0,0
2,1,1,3,1,3,1,0,0,2,517.9,445.5,498.1,418.2,520.0,0
4,0,5,4,3,4,2,1,0,1,611.5,556.2,618.7,576.3,860.0,2
2,1,2,3,2,4,1,0,0,1,577.5,598.2,589.8,578.5,700.0,2
6,1,2,4,3,5,1,0,0,2,521.5,593.2,488.3,450.3,0.0,0
2,0,1,4,1,4,1,0,0,1,646.3,631.4,494.7,599.0,760.0,2
3,0,1,4,3,6,1,0,0,1,480.7,540.3,521.9,416.0,540.0,2
4,1,2,2,3,4,1,1,1,1,484.9,416.4,464.7,460.7,420.0,2
16,3,4,3,3,6,4,2,1,4,587.0,576.3,579.8,754.0,820.0,1
7,2,1,4,1,3,2,1,1,3,577.5,528.6,555.1,526.8,520.0,2
2,1,1,1,1,2,1,0,0,1,534.0,428.8,423.4,413.3,480.0,0
1,0,0,3,0,3,1,0,0,0,492.0,584.8,546.5,387.5,640.0,0
4,0,3,7,3,5,4,1,0,1,480.3,562.3,576.8,625.7,860.0,1
3,2,5,6,1,4,1,0,1,3,501.9,527.3,509.8,568.3,420.0,2
7,2,1,2,3,6,2,1,1,3,535.8,555.9,556.3,695.0,640.0,1
5,1,2,3,1,1,2,0,0,1,439.1,512.8,562.1,414.4,660.0,0
2,0,1,1,1,1,2,1,0,2,492.8,573.4,524.0,513.4,560.0,2
2,0,5,1,5,1,2,1,0,1,536.3,504.3,424.4,386.3,0.0,0
1,0,0,1,5,3,1,0,0,0,386.5,407.9,400.2,434.8,680.0,0
3,1,0,7,0,7,2,1,0,2,430.9,489.2,405.4,503.6,520.0,0
1,0,3,4,1,5,1,0,0,1,460.7,486.2,466.4,446.9,360.0,0
3,0,2,1,0,1,1,0,0,0,499.9,496.5,432.8,408.6,380.0,0
2,1,1,1,1,1,1,0,0,1,348.0,417.6,408.4,384.9,860.0,0
1,0,0,1,0,4,1,0,0,1,424.5,452.8,408.8,458.8,680.0,0
1,0,5,7,1,2,1,0,0,0,472.8,516.4,492.3,376.8,0.0,0
3,1,1,4,3,5,1,0,1,1,639.0,567.2,553.5,576.7,760.0,2
5,2,3,3,1,4,2,1,0,2,555.6,532.7,503.3,649.6,880.0,2
7,1,1,1,1,5,2,1,0,2,551.2,538.0,562.9,637.6,920.0,2
14,1,3,4,3,5,1,1,1,3,526.3,547.8,429.5,554.4,640.0,1
1,0,0,4,1,2,1,0,0,3,502.5,521.1,495.8,512.6,660.0,2
16,3,3,6,3,5,2,2,1,4,601.7,697.6,692.3,697.1,840.0,1
1,0,1,2,1,5,1,0,0,1,519.7,466.4,578.8,425.3,600.0,0
3,1,1,5,1,1,1,0,0,1,534.3,587.3,579.9,657.9,960.0,2
1,0,2,4,3,3,1,0,0,1,542.5,539.7,592.5,400.2,860.0,2
1,0,1,4,1,4,1,0,0,1,440.5,587.5,562.1,443.6,580.0,0
3,1,2,4,1,4,1,2,1,1,496.8,617.2,566.5,612.7,940.0,2
4,0,1,2,1,4,2,1,0,2,337.4,461.2,479.9,418.6,360.0,2
9,1,3,6,5,6,3,1,1,2,455.7,595.8,616.2,691.4,940.0,2
5,2,1,4,3,6,2,0,0,2,376.6,388.8,413.1,434.8,0.0,0
9,1,3,5,4,7,3,2,0,3,591.7,553.4,501.5,606.9,680.0,1
1,0,1,7,1,1,1,0,0,1,424.2,434.5,479.9,483.2,620.0,0
1,0,2,1,1,1,1,0,0,1,425.9,550.4,546.5,415.7,720.0,0
2,0,2,2,1,3,1,0,0,1,555.7,546.3,561.1,556.3,800.0,0
12,1,3,5,3,5,3,1,1,3,525.1,601.5,638.6,698.8,840.0,1
2,1,2,2,1,2,1,0,0,0,459.8,522.3,433.4,511.0,820.0,0
6,1,3,5,1,4,1,1,0,1,711.2,769.9,671.5,772.5,960.0,2
1,0,2,7,1,2,1,0,0,1,555.5,616.1,626.3,577.6,0.0,0
1,0,1,0,1,0,1,0,0,1,440.4,518.3,483.2,533.5,400.0,0
4,2,3,4,3,4,2,2,1,2,514.4,610.6,530.5,708.5,680.0,1
6,2,3,5,3,5,2,2,0,2,490.9,590.0,562.2,648.2,920.0,1
3,1,3,2,3,4,2,1,0,2,524.5,684.0,552.0,638.2,800.0,2
3,1,5,4,5,4,1,1,0,1,413.9,487.2,349.4,491.3,580.0,0
1,0,1,4,2,4,1,0,0,0,505.5,513.0,499.5,458.8,640.0,0
1,0,1,1,1,1,1,0,0,1,362.1,394.9,448.4,509.6,560.0,0
0,0,0,1,0,1,0,0,0,1,494.2,510.0,514.6,343.4,640.0,0
1,0,1,1,1,2,0,0,0,1,487.0,364.0,442.2,553.7,480.0,0
1,1,1,4,1,4,1,0,0,1,547.5,579.3,585.9,477.8,580.0,0
6,1,1,4,3,6,1,0,1,2,526.3,588.8,577.8,689.8,860.0,2
1,1,1,1,1,1,1,0,0,1,454.6,403.1,468.9,339.3,280.0,0
4,2,3,5,3,5,2,1,0,3,634.2,639.5,565.4,690.9,880.0,1
6,1,3,4,3,6,2,1,0,1,555.2,637.1,609.6,663.8,980.0,2
4,2,3,5,3,6,1,0,0,0,424.7,432.9,444.1,374.2,660.0,0
0,0,1,0,5,7,1,0,0,1,409.0,511.4,368.6,341.9,880.0,0
10,1,3,4,3,4,3,3,1,2,537.2,432.0,472.6,565.0,800.0,1
9,2,4,4,3,4,4,2,1,4,507.7,545.4,491.8,438.3,840.0,1
1,0,2,3,1,4,1,0,0,1,571.9,618.6,594.2,694.7,620.0,2
1,0,5,7,1,7,1,0,0,1,462.0,488.9,421.0,359.3,0.0,0
9,2,3,5,5,4,3,2,1,3,680.8,630.7,621.6,728.4,760.0,1
1,1,1,4,1,4,1,0,0,1,553.1,619.6,560.8,557.1,660.0,0
3,1,2,5,0,3,1,1,0,2,443.8,528.6,359.6,489.0,520.0,0
1,1,0,2,1,2,1,0,0,1,513.3,599.7,551.2,486.7,900.0,0
1,0,1,3,1,4,1,0,0,1,483.4,577.2,567.6,515.3,560.0,0
1,1,1,7,3,4,1,1,0,1,588.2,507.8,568.5,671.0,720.0,2
1,0,1,7,1,1,1,0,0,1,502.9,621.3,597.4,519.2,740.0,0
4,1,1,4,1,4,1,1,0,1,440.3,579.9,510.7,657.5,480.0,2
7,2,3,2,3,4,2,2,1,2,433.7,510.0,553.0,365.2,540.0,2
2,1,2,4,1,3,3,1,0,1,492.6,584.4,506.2,526.0,900.0,2
12,1,4,4,4,5,3,2,1,2,493.4,527.1,473.6,494.3,560.0,1
5,2,3,5,5,5,4,2,1,3,583.4,553.9,556.1,479.4,620.0,1
6,1,3,4,3,4,2,0,1,1,558.3,557.7,571.6,527.8,680.0,2
4,0,2,3,1,4,1,1,0,1,416.9,352.9,376.3,392.1,400.0,0
3,0,2,4,1,4,1,0,0,2,440.8,445.7,502.8,508.8,440.0,0
6,0,4,5,3,4,1,0,0,3,430.5,392.9,411.4,410.4,660.0,0
4,1,1,4,3,5,1,1,1,1,469.4,536.4,571.2,472.5,780.0,2
0,0,2,2,2,4,1,0,0,1,462.7,500.1,403.0,445.1,500.0,0
2,1,1,4,1,5,2,2,0,0,476.7,520.3,456.7,386.2,940.0,2
4,0,1,4,4,4,2,1,0,1,425.3,578.4,608.0,349.3,880.0,1
1,0,2,4,2,4,1,1,0,1,535.0,678.2,573.4,692.0,920.0,2
1,0,5,4,5,4,1,0,0,1,514.6,526.6,530.8,544.8,840.0,0
1,0,5,2,1,2,2,0,0,1,469.1,686.7,596.5,649.0,940.0,0
5,1,1,4,3,6,1,0,0,1,468.3,537.4,503.5,528.3,900.0,2
1,0,2,1,1,3,1,0,0,1,408.3,501.6,506.1,522.2,780.0,0
1,0,0,2,1,4,1,0,0,1,430.1,522.0,425.7,389.9,380.0,0
6,3,3,2,3,4,2,1,0,2,432.8,323.2,400.6,477.8,420.0,0
2,1,0,0,0,0,1,1,0,1,470.0,438.6,412.4,432.9,220.0,0
15,4,4,6,4,6,4,1,1,2,524.8,562.9,545.3,563.1,420.0,1
1,0,2,3,1,4,1,0,0,1,419.4,504.9,582.5,418.3,360.0,0
1,0,2,2,1,2,1,0,0,1,465.5,524.5,538.8,448.5,660.0,0
1,0,1,4,3,4,1,0,0,0,517.5,516.2,437.0,618.9,880.0,2
16,4,4,6,4,6,4,2,0,4,630.2,658.5,707.8,784.4,920.0,1
1,0,5,4,3,4,1,0,0,1,384.2,486.0,496.4,432.1,560.0,0
5,1,2,3,5,4,1,1,0,1,365.4,549.1,546.8,403.5,640.0,2
2,1,3,2,1,4,1,1,0,1,443.4,495.7,590.1,459.5,760.0,2
4,1,3,2,3,3,2,0,1,1,523.8,571.7,579.0,558.3,400.0,2
12,3,3,5,4,5,2,1,1,4,552.3,622.5,580.0,698.0,780.0,1
3,1,1,6,1,4,3,1,0,1,540.1,494.8,434.9,497.0,720.0,0
1,1,1,4,5,4,2,0,1,0,459.2,425.3,380.2,380.3,600.0,2
0,0,2,4,1,4,1,0,0,1,411.6,476.3,524.7,404.4,560.0,0
2,1,2,3,1,4,2,2,1,2,530.3,487.2,477.5,572.9,640.0,2
1,1,3,7,1,4,3,1,0,1,360.7,422.1,406.0,436.3,400.0,0
10,0,4,5,3,4,2,1,1,1,406.6,610.9,576.4,618.3,560.0,2
5,1,3,4,3,5,2,1,1,1,648.7,642.1,605.1,739.5,940.0,2
4,1,1,2,1,3,2,1,0,2,500.6,465.1,499.8,382.7,580.0,2
1,0,0,2,1,4,1,1,0,1,456.0,538.1,532.0,394.6,760.0,2
3,2,3,5,3,4,1,0,0,0,571.0,638.4,641.9,555.6,640.0,2
11,2,4,6,3,7,3,2,0,2,533.7,545.9,520.5,500.8,420.0,1
4,1,4,6,4,6,1,0,0,1,388.0,486.1,477.9,589.0,720.0,0
1,0,2,2,1,4,1,0,0,1,519.1,525.3,563.0,574.2,880.0,0
1,0,5,4,1,4,1,0,0,1,557.2,613.7,600.0,641.7,880.0,0
1,1,1,1,2,4,1,0,0,1,507.9,479.4,597.4,635.5,740.0,0
6,1,2,5,3,5,3,2,1,2,570.0,617.6,590.4,737.7,820.0,1
3,0,1,4,1,4,1,0,1,2,526.4,550.7,538.6,648.9,500.0,2
1,0,1,3,1,2,1,0,0,1,352.0,404.8,403.2,431.6,420.0,0
2,0,0,4,5,4,1,0,0,1,543.0,571.1,559.1,623.1,840.0,2
7,1,3,1,1,1,2,1,0,1,466.0,573.4,546.1,521.9,560.0,2
10,3,4,5,4,5,4,2,0,4,645.6,692.3,633.3,804.7,960.0,1
9,2,3,3,3,3,2,1,0,1,624.3,646.0,621.2,766.5,740.0,2
4,1,0,0,0,1,2,1,0,1,406.8,418.9,379.3,396.0,560.0,0
7,1,4,4,3,5,4,1,0,1,564.4,589.7,581.9,729.8,880.0,1
4,1,4,4,1,4,2,0,0,2,575.3,579.4,584.2,614.6,520.0,2
1,1,2,5,1,4,1,0,0,1,370.7,535.5,486.9,420.7,860.0,0
2,0,0,7,0,4,1,0,0,1,426.4,399.2,504.2,389.2,880.0,0
6,1,1,4,3,6,2,2,1,2,510.7,424.8,469.9,653.0,740.0,1
14,3,3,5,3,6,4,1,1,3,472.0,541.6,583.5,700.4,720.0,1
1,0,2,4,3,6,1,0,0,0,500.8,519.5,494.9,541.2,880.0,2
4,3,3,5,3,6,2,1,0,2,633.8,658.9,589.3,725.2,940.0,1
